"Email","quality","result","free","role","datID"
"headmaster@kpmj.jmat.org.uk","bad","invalid","no","yes","66220"
"headmaster@kpsslough.com","bad","invalid","no","yes","74599"
"headmaster@kshs.uk","bad","invalid","no","yes","67792"
"headmaster@ksjprimaryschool.org","bad","invalid","no","yes","67582"
"headmaster@ktsacademy.org.uk","bad","invalid","no","yes","70976"
"headmaster@kwseducational.co.uk","bad","invalid","no","yes","62526"
"headmaster@lachouetteschool.co.uk","bad","invalid","no","yes","67894"
"headmaster@lacock.wilts.sch.uk","bad","invalid","no","yes","56337"
"headmaster@ladyaisha.co.uk","bad","invalid","no","yes","65008"
"headmaster@ladymount.wirral.sch.uk","bad","invalid","no","yes","60141"
"headmaster@ladysmithfederation.net","bad","invalid","no","yes","67267"
"headmaster@ladyziawernher.primaryluton.co.uk","bad","invalid","no","yes","64000"
"headmaster@lafontaineacademy.org","bad","invalid","no","yes","74562"
"headmaster@laisterdyke.staracademies.org","bad","invalid","no","yes","78967"
"headmaster@lakeside.theharmonytrust.org","bad","invalid","no","yes","65802"
"headmaster@lakesprimary.co.uk","bad","invalid","no","yes","63451"
"headmaster@lakeviewschool.co.uk","bad","invalid","no","yes","61195"
"headmaster@lambourn.excalibur.org.uk","bad","invalid","no","yes","65995"
"headmaster@lamerton.devon.sch.uk","bad","invalid","no","yes","68646"
"headmaster@lancastersteinerschool.org","bad","invalid","no","yes","58793"
"headmaster@lancotschool.co.uk","bad","invalid","no","yes","77406"
"headmaster@landkey-primary.devon.sch.uk","bad","invalid","no","yes","65812"
"headmaster@landscore-primary.devon.sch.uk","bad","invalid","no","yes","67287"
"headmaster@langdonacademy.org","bad","invalid","no","yes","74014"
"headmaster@langdoncollege.ac.uk","bad","invalid","no","yes","58715"
"headmaster@langford-village.oxon.sch.uk","bad","invalid","no","yes","58340"
"headmaster@langleyfirst.org.uk","bad","invalid","no","yes","62383"
"headmaster@langleymill-inf.derbyshire.sch.uk","bad","invalid","no","yes","67159"
"headmaster@langleyparkprimaryacademy.org.uk","bad","invalid","no","yes","77531"
"headmaster@langleyprimary.solihull.sch.uk","bad","invalid","no","yes","59691"
"headmaster@langmoor.leics.sch.uk","bad","invalid","no","yes","71578"
"headmaster@langstone-inf.portsmouth.sch.uk","bad","invalid","no","yes","62744"
"headmaster@langton.kent.sch.uk","bad","invalid","no","yes","73152"
"headmaster@langtonsjunioracademy.co.uk","bad","invalid","no","yes","71213"
"headmaster@langwathby.cumbria.sch.uk","bad","invalid","no","yes","66821"
"headmaster@lansdown.learmat.uk","bad","invalid","no","yes","59280"
"headmaster@lansdowne.lambeth.sch.uk","bad","invalid","no","yes","55253"
"headmaster@lanternofknowledge.org.uk","bad","invalid","no","yes","58917"
"headmaster@lapage.bradford.sch.uk","bad","invalid","no","yes","57736"
"headmaster@lapford-primary.devon.sch.uk","bad","invalid","no","yes","67873"
"headmaster@lapsw.org","bad","invalid","no","yes","58109"
"headmaster@larkshill.patrust.org.uk","bad","invalid","no","yes","71289"
"headmaster@latimer.leics.sch.uk","bad","invalid","no","yes","75838"
"headmaster@latymerallsaints.enfield.sch.uk","bad","invalid","no","yes","56732"
"headmaster@launcelot.lewisham.sch.uk","bad","invalid","no","yes","55276"
"headmaster@launde.leics.sch.uk","bad","invalid","no","yes","71494"
"headmaster@launton.oxon.sch.uk","bad","invalid","no","yes","78065"
"headmaster@lauruscheadlehulme.org.uk","bad","invalid","no","yes","65645"
"headmaster@lawnswoodschool.co.uk","bad","invalid","no","yes","62201"
"headmaster@lawrencesheriffschool.com","good","ok","no","yes","76787"
"headmaster@laygate.s-tyneside.sch.uk","bad","invalid","no","yes","63634"
"headmaster@lbc.luton.sch.uk","bad","invalid","no","yes","63999"
"headmaster@lct.education","bad","invalid","no","yes","62751"
"headmaster@ldeutc.co.uk","bad","invalid","no","yes","79159"
"headmaster@lea.harrow.sch.uk","bad","invalid","no","yes","59088"
"headmaster@leaf.bournemouth.sch.uk","bad","invalid","no","yes","70915"
"headmaster@leaforestacademy.org","bad","invalid","no","yes","70889"
"headmaster@leafstudio.co.uk","bad","invalid","no","yes","68374"
"headmaster@leamoreprimaryschool.com","bad","invalid","no","yes","59723"
"headmaster@lea-pri.derbyshire.sch.uk","bad","invalid","no","yes","66994"
"headmaster@lea-primary.hereford.sch.uk","bad","invalid","no","yes","72255"
"headmaster@learning4life-gy.co.uk","bad","invalid","no","yes","69877"
"headmaster@leasowe.wirral.sch.uk","bad","invalid","no","yes","60121"
"headmaster@lecacademy.org","bad","invalid","no","yes","74469"
"headmaster@lecolebilingue.com","bad","invalid","no","yes","60765"
"headmaster@lecoledespetits.co.uk","bad","invalid","no","yes","55077"
"headmaster@ledgerlane.outwood.com","bad","invalid","no","yes","70974"
"headmaster@leedsandbroomfieldkentsch.co.uk","bad","invalid","no","yes","73048"
"headmaster@leeds-art.ac.uk","bad","invalid","no","yes","56579"
"headmaster@leedsfederation.org","bad","invalid","no","yes","62071"
"headmaster@lee-on-the-solent-inf.hants.sch.uk","bad","invalid","no","yes","71856"
"headmaster@leeslandschools-fed.co.uk","bad","invalid","no","yes","71957"
"headmaster@leicestergrammar.org.uk","good","ok","no","yes","75966"
"headmaster@leighacademy.org.uk","bad","invalid","no","yes","61161"
"headmaster@leighacademyblackheath.org.uk","bad","invalid","no","yes","65647"
"headmaster@leighacademyrainham.org.uk","bad","invalid","no","yes","74781"
"headmaster@leigham-primary.plymouth.sch.uk","bad","invalid","no","yes","79522"
"headmaster@leighbeckjunior.net","bad","invalid","no","yes","59339"
"headmaster@leighton.cbeds.co.uk","bad","invalid","no","yes","63982"
"headmaster@leith.edin.sch.uk","bad","invalid","no","yes","81762"
"headmaster@leithwalk.edin.sch.uk","bad","invalid","no","yes","81708"
"headmaster@lemingtonriverside.newcastle.sch.uk","bad","invalid","no","yes","62333"
"headmaster@lethammains.elcschool.org.uk","bad","invalid","no","yes","81590"
"headmaster@levendale.org.uk","bad","invalid","no","yes","66061"
"headmaster@leverhulme.bolton.sch.uk","bad","invalid","no","yes","58477"
"headmaster@levett.doncaster.sch.uk","bad","invalid","no","yes","61707"
"headmaster@lewischarltongroup.org.uk","bad","invalid","no","yes","60832"
"headmaster@lfpa.org.uk","bad","invalid","no","yes","66222"
"headmaster@lgflmail.org","bad","invalid","no","yes","55267"
"headmaster@lgjs.co.uk","bad","invalid","no","yes","57342"
"headmaster@lgs.kent.sch.uk","bad","invalid","no","yes","60994"
"headmaster@liberton.edin.sch.uk","bad","invalid","no","yes","81763"
"headmaster@liberton-pri.edin.sch.uk","bad","invalid","no","yes","81750"
"headmaster@libertywoodlandschool.com","bad","invalid","no","yes","69875"
"headmaster@lifebridge.co.uk","bad","invalid","no","yes","79173"
"headmaster@lifewirral.com","bad","invalid","no","yes","70394"
"headmaster@limetree.rbksch.org","bad","invalid","no","yes","67719"
"headmaster@limetrust.org","bad","invalid","no","yes","59550"
"headmaster@limingtonhouse.hants.sch.uk","bad","invalid","no","yes","72126"
"headmaster@limpsfield.sheffield.sch.uk","bad","invalid","no","yes","61787"
"headmaster@linaker.org.uk","bad","invalid","no","yes","60014"
"headmaster@lincolnminsterschool.co.uk","good","ok","no","yes","76149"
"headmaster@lincolnutc.co.uk","bad","invalid","no","yes","74522"
"headmaster@lingfieldcollege.co.uk","good","ok","no","yes","55903"
"headmaster@lingham.wirral.sch.uk","bad","invalid","no","yes","60096"
"headmaster@link19college.ac.uk","bad","invalid","no","yes","65766"
"headmaster@linthorpeprimary.co.uk","bad","invalid","no","yes","63552"
"headmaster@lioncare.co.uk","bad","invalid","no","yes","58511"
"headmaster@lipasixthformcollege.org","bad","invalid","no","yes","79150"
"headmaster@liphook-jun.hants.sch.uk","bad","invalid","no","yes","71953"
"headmaster@littleaston.staffs.sch.uk","bad","invalid","no","yes","70515"
"headmaster@littlebourne.kent.sch.uk","bad","invalid","no","yes","73069"
"headmaster@littleworth.outwood.com","bad","invalid","no","yes","57996"
"headmaster@live.co.uk","good","ok","yes","yes","61190"
"headmaster@livingstone-aspirations.org","bad","invalid","no","yes","74792"
"headmaster@livingstoneprimary.org","bad","invalid","no","yes","59555"
"headmaster@ljg.academy","bad","invalid","no","yes","70724"
"headmaster@lji.jmat.org.uk","bad","invalid","no","yes","66077"
"headmaster@lma.djanogly.org","bad","invalid","no","yes","63307"
"headmaster@lockerspark.co.uk","good","ok","no","yes","72649"
"headmaster@lockyersmiddle.org","bad","invalid","no","yes","63583"
"headmaster@lodgefarmprimary.co.uk","bad","invalid","no","yes","79048"
"headmaster@lofthousegate.outwood.com","bad","invalid","no","yes","73769"
"headmaster@logicstudioschool.org","bad","invalid","no","yes","79060"
"headmaster@logs.uk.com","bad","invalid","no","yes","69135"
"headmaster@londonenterpriseacademy.org","bad","invalid","no","yes","76665"
"headmaster@londonislamicschool.org","bad","invalid","no","yes","58900"
"headmaster@londonsteinerschool.org","bad","invalid","no","yes","55522"
"headmaster@longbenton.org.uk","bad","invalid","no","yes","63622"
"headmaster@longclawson.leics.sch.uk","bad","invalid","no","yes","75932"
"headmaster@longcloseschool.co.uk","bad","invalid","no","yes","64230"
"headmaster@longcroft.eriding.net","bad","invalid","no","yes","72838"
"headmaster@longdonhallschool.co.uk","bad","invalid","no","yes","65319"
"headmaster@longdonparkschool.co.uk","bad","invalid","no","yes","77370"
"headmaster@longeaton.derbyshire.sch.uk","bad","invalid","no","yes","64983"
"headmaster@longfieldacademy.org","bad","invalid","no","yes","61299"
"headmaster@long-furlong.oxon.sch.uk","bad","invalid","no","yes","78055"
"headmaster@longhill.org.uk","bad","invalid","no","yes","69110"
"headmaster@longlane.w-berks.sch.uk","bad","invalid","no","yes","64066"
"headmaster@longmoor.derbyshire.sch.uk","bad","invalid","no","yes","67029"
"headmaster@longniddry.elcschool.org.uk","bad","invalid","no","yes","81614"
"headmaster@longrow.derbyshire.sch.uk","bad","invalid","no","yes","67128"
"headmaster@longshawprimaryacademy.org.uk","bad","invalid","no","yes","69651"
"headmaster@longstone.edin.sch.uk","bad","invalid","no","yes","81709"
"headmaster@longsutton.hants.sch.uk","bad","invalid","no","yes","71921"
"headmaster@longwhattonschool.org","bad","invalid","no","yes","75933"
"headmaster@long-wittenham.oxon.sch.uk","bad","invalid","no","yes","78091"
"headmaster@longwood.derbyshire.sch.uk","bad","invalid","no","yes","63159"
"headmaster@lordgrey.org.uk","bad","invalid","no","yes","63517"
"headmaster@lordswoodboys.co.uk","bad","invalid","no","yes","62984"
"headmaster@lordswood-gst.org","bad","invalid","no","yes","73851"
"headmaster@loreto.ac.uk","bad","invalid","no","yes","56556"
"headmaster@loretoprep.org.uk","bad","invalid","no","yes","61590"
"headmaster@lorne.edin.sch.uk","bad","invalid","no","yes","81710"
"headmaster@los.ac","bad","invalid","no","yes","65367"
"headmaster@loudwater.bucks.sch.uk","bad","invalid","no","yes","64420"
"headmaster@loughborough.lambeth.sch.uk","bad","invalid","no","yes","59066"
"headmaster@loughtonmanor.milton-keynes.sch.uk","bad","invalid","no","yes","58505"
"headmaster@lound-inf.sheffield.sch.uk","bad","invalid","no","yes","71581"
"headmaster@lound-jun.sheffield.sch.uk","bad","invalid","no","yes","71582"
"headmaster@lowbrookacademy.co.uk","bad","invalid","no","yes","64979"
"headmaster@lowfield.sheffield.sch.uk","bad","invalid","no","yes","61771"
"headmaster@lowick.northumberland.sch.uk","bad","invalid","no","yes","58456"
"headmaster@loxford.net","bad","invalid","no","yes","74103"
"headmaster@loxley.sheffield.sch.uk","bad","invalid","no","yes","66071"
"headmaster@lp.huish.education","bad","invalid","no","yes","70278"
"headmaster@lps.hereford.sch.uk","bad","invalid","no","yes","74225"
"headmaster@lps.pkat.co.uk","bad","invalid","no","yes","63107"
"headmaster@lqps.co.uk","bad","invalid","no","yes","58677"
"headmaster@lsf.org","bad","invalid","no","yes","75962"
"headmaster@lsi.edu","bad","invalid","no","yes","66198"
"headmaster@ls-ten.org","bad","invalid","no","yes","70488"
"headmaster@ltcharity.org.uk","bad","invalid","no","yes","62425"
"headmaster@lubavitchmat.uk","bad","invalid","no","yes","63400"
"headmaster@lucasvale.lewisham.sch.uk","bad","invalid","no","yes","55278"
"headmaster@ludgroveschool.co.uk","bad","invalid","no","yes","64215"
"headmaster@lusom.ac.uk","bad","invalid","no","yes","75201"
"headmaster@lutonprimary.co.uk","bad","invalid","no","yes","72943"
"headmaster@lutonsfc.ac.uk","bad","invalid","no","yes","58168"
"headmaster@lvc.org","bad","invalid","no","yes","64755"
"headmaster@lvs.ascot.sch.uk","bad","invalid","no","yes","64227"
"headmaster@lvs-oxford.org.uk","bad","invalid","no","yes","76729"
"headmaster@lwf.lincs.sch.uk","bad","invalid","no","yes","78669"
"headmaster@lydalls-nurs.oxon.sch.uk","bad","invalid","no","yes","78010"
"headmaster@lydgate-inf.sheffield.sch.uk","bad","invalid","no","yes","61773"
"headmaster@lydgate-jun.sheffield.sch.uk","bad","invalid","no","yes","61772"
"headmaster@lydiardmillicentceps.org","bad","invalid","no","yes","78654"
"headmaster@lydiardparkacademy.org.uk","bad","invalid","no","yes","65463"
"headmaster@lympshamcofeacademy.co.uk","bad","invalid","no","yes","79542"
"headmaster@lyndhurstprimaryschool.com","bad","invalid","no","yes","74778"
"headmaster@lytchett.org.uk","bad","invalid","no","yes","68769"
"headmaster@mablethorpeprimaryacademy.org","bad","invalid","no","yes","68421"
"headmaster@macademy.org.uk","bad","invalid","no","yes","58314"
"headmaster@macintyreacademies.org","bad","invalid","no","yes","59581"
"headmaster@macintyrecharity.org","bad","invalid","no","yes","64446"
"headmaster@madani.org.uk","bad","invalid","no","yes","55464"
"headmaster@maedagroup.co.uk","bad","invalid","no","yes","58415"
"headmaster@magdalen.laat.co.uk","bad","invalid","no","yes","73850"
"headmaster@magdalencourt.org","bad","invalid","no","yes","68701"
"headmaster@magna-aspirations.org","bad","invalid","no","yes","71462"
"headmaster@magnacartaacademy.org","bad","invalid","no","yes","79053"
"headmaster@magnusacademy.co.uk","bad","invalid","no","yes","74168"
"headmaster@maidwellhall.co.uk","good","ok","no","yes","77718"
"headmaster@mail.newnhamjun.org.uk","bad","invalid","no","yes","56898"
"headmaster@mail.whitehallinf.org","bad","invalid","no","yes","56907"
"headmaster@maldenoaks.rbksch.org","bad","invalid","no","yes","56980"
"headmaster@malmesburypark.bournemouth.sch.uk","bad","invalid","no","yes","78711"
"headmaster@maltonschool.org","bad","invalid","no","yes","76558"
"headmaster@malverncollege.org.uk","good","ok","no","yes","72293"
"headmaster@manchesteryounglives.org.uk","bad","invalid","no","yes","64608"
"headmaster@mandeville.ealing.sch.uk","bad","invalid","no","yes","56691"
"headmaster@mandeville.school","bad","invalid","no","yes","75003"
"headmaster@manor.kent.sch.uk","bad","invalid","no","yes","78899"
"headmaster@manor.wirral.sch.uk","bad","invalid","no","yes","60113"
"headmaster@manordrivesecondary.org.uk","bad","invalid","no","yes","75206"
"headmaster@manor-inf.hants.sch.uk","bad","invalid","no","yes","71836"
"headmaster@manor-j.bardaglea.org.uk","bad","invalid","no","yes","55601"
"headmaster@manor-leas-junior.lincs.sch.uk","bad","invalid","no","yes","71263"
"headmaster@manorpark.dorset.sch.uk","bad","invalid","no","yes","75487"
"headmaster@manorpark.sutton.sch.uk","bad","invalid","no","yes","63300"
"headmaster@manorparkacademy.org","bad","invalid","no","yes","77354"
"headmaster@mansfieldprimaryacademy.org","bad","invalid","no","yes","68522"
"headmaster@maplecourt.uk","bad","invalid","no","yes","71066"
"headmaster@maplegroveprimary.net","bad","invalid","no","yes","59338"
"headmaster@marathonschool.com","bad","invalid","no","yes","62419"
"headmaster@marchwood-inf.hants.sch.uk","good","ok","no","yes","71922"
"headmaster@marchwood-jun.hants.sch.uk","bad","invalid","no","yes","71802"
"headmaster@mardenhigh.net","bad","invalid","no","yes","63611"
"headmaster@marinepark.s-tyneside.sch.uk","bad","invalid","no","yes","63636"
"headmaster@marlborough.hants.sch.uk","risky","catch_all","no","yes","71830"
"headmaster@marlboroughprimaryschool.co.uk","bad","invalid","no","yes","63688"
"headmaster@marlbrook.hereford.sch.uk","bad","invalid","no","yes","72167"
"headmaster@marlow-infant.bucks.sch.uk","bad","invalid","no","yes","64376"
"headmaster@marlpool-jun.derbyshire.sch.uk","bad","invalid","no","yes","67012"
"headmaster@marsdenprimary.org.uk","bad","invalid","no","yes","63641"
"headmaster@marshacademy.org.uk","bad","invalid","no","yes","61156"
"headmaster@marshchapel.lincs.sch.uk","bad","invalid","no","yes","76032"
"headmaster@martinhigh.org.uk","bad","invalid","no","yes","67907"
"headmaster@martinshaw.leics.sch.uk","bad","invalid","no","yes","75849"
"headmaster@martleshamacademy.org","bad","invalid","no","yes","77390"
"headmaster@marusbridge.co.uk","bad","invalid","no","yes","57674"
"headmaster@marvelslane.lewisham.sch.uk","bad","invalid","no","yes","55279"
"headmaster@maryastellacademy.co.uk","bad","invalid","no","yes","59346"
"headmaster@marybassett.co.uk","bad","invalid","no","yes","63919"
"headmaster@marydeans.plymouth.sch.uk","bad","invalid","no","yes","68649"
"headmaster@mary-elliot.walsall.sch.uk","bad","invalid","no","yes","77601"
"headmaster@maryhare.org.uk","bad","invalid","no","yes","64237"
"headmaster@marypatersonnurseryschool.co.uk","bad","invalid","no","yes","55543"
"headmaster@mascallsacademy.org.uk","bad","invalid","no","yes","65093"
"headmaster@matthew-arnold.surrey.sch.uk","bad","invalid","no","yes","70690"
"headmaster@mayfieldprep.co.uk","bad","invalid","no","yes","59772"
"headmaster@mayfield-primary.org","bad","invalid","no","yes","78864"
"headmaster@mayflower.leicester.sch.uk","bad","invalid","no","yes","75885"
"headmaster@maynard.co.uk","bad","invalid","no","yes","68696"
"headmaster@maypark.excalibur.org.uk","bad","invalid","no","yes","67497"
"headmaster@maypole.kent.sch.uk","bad","invalid","no","yes","72903"
"headmaster@maytree-school.org.uk","bad","invalid","no","yes","55196"
"headmaster@mca.manchester.sch.uk","bad","invalid","no","yes","62512"
"headmaster@mcgprimaryschool.org","bad","invalid","no","yes","67580"
"headmaster@meacad.org.uk","bad","invalid","no","yes","62402"
"headmaster@mead.havering.sch.uk","bad","invalid","no","yes","56866"
"headmaster@meadehill.manchester.sch.uk","bad","invalid","no","yes","60399"
"headmaster@meadlands.richmond.sch.uk","bad","invalid","no","yes","57175"
"headmaster@meadow.sandwell.sch.uk","bad","invalid","no","yes","59643"
"headmaster@meadowbrook.uk","bad","invalid","no","yes","64234"
"headmaster@meadowbrookcollege.org","bad","invalid","no","yes","77151"
"headmaster@meadowcroftschool.com","bad","invalid","no","yes","61112"
"headmaster@meadowfield.kent.sch.uk","bad","invalid","no","yes","60927"
"headmaster@meadowsideschool.com","bad","invalid","no","yes","60160"
"headmaster@meadowsschool.org.uk","bad","invalid","no","yes","73235"
"headmaster@meadroad.info","bad","invalid","no","yes","77403"
"headmaster@meare.school","bad","invalid","no","yes","78323"
"headmaster@meathschool.org.uk","bad","invalid","no","yes","55952"
"headmaster@mechina.co.uk","bad","invalid","no","yes","62657"
"headmaster@mehriaschool.org","bad","invalid","no","yes","60798"
"headmaster@melbourne-jun.derbyshire.sch.uk","bad","invalid","no","yes","67033"
"headmaster@melbury.merton.sch.uk","bad","invalid","no","yes","57068"
"headmaster@melior.org.uk","good","ok","no","yes","70931"
"headmaster@melkshamoak.wilts.sch.uk","bad","invalid","no","yes","66021"
"headmaster@mellisprimaryschool.org","good","ok","no","yes","57888"
"headmaster@melsonby.n-yorks.sch.uk","bad","invalid","no","yes","76493"
"headmaster@mendell.wirral.sch.uk","bad","invalid","no","yes","60100"
"headmaster@menphyscentre.leics.sch.uk","bad","invalid","no","yes","78963"
"headmaster@meoninfantschool.org.uk","bad","invalid","no","yes","65850"
"headmaster@meor.co.uk","bad","invalid","no","yes","74688"
"headmaster@meppershallacad.org","bad","invalid","no","yes","74832"
"headmaster@merchanttaylors.com","good","ok","no","yes","60071"
"headmaster@merciaschool.com","bad","invalid","no","yes","65648"
"headmaster@meridianhigh.london","bad","invalid","no","yes","57918"
"headmaster@meritpru-stoke.org.uk","bad","invalid","no","yes","60755"
"headmaster@merlinschool.net","bad","invalid","no","yes","55517"
"headmaster@merridaleprimary.co.uk","bad","invalid","no","yes","59803"
"headmaster@merrydale-inf.leicester.sch.uk","bad","invalid","no","yes","75886"
"headmaster@merseypa.org.uk","bad","invalid","no","yes","73631"
"headmaster@merseypark.wirral.sch.uk","bad","invalid","no","yes","60114"
"headmaster@merton.bepschools.org","bad","invalid","no","yes","70733"
"headmaster@merton-jun.hants.sch.uk","bad","invalid","no","yes","71740"
"headmaster@messingprimaryschool.co.uk","bad","invalid","no","yes","71083"
"headmaster@metacademies.org.uk","bad","invalid","no","yes","66264"
"headmaster@michael-syddall.n-yorks.sch.uk","bad","invalid","no","yes","76535"
"headmaster@micklefieldschool.co.uk","good","ok","no","yes","55882"
"headmaster@mickley.northumberland.sch.uk","bad","invalid","no","yes","67478"
"headmaster@middtech.com","bad","invalid","no","yes","79533"
"headmaster@midkent.ac.uk","bad","invalid","no","yes","58235"
"headmaster@midlandat.co.uk","bad","invalid","no","yes","62546"
"headmaster@migsg.miet.uk","bad","invalid","no","yes","56473"
"headmaster@milborne.dorset.sch.uk","bad","invalid","no","yes","77209"
"headmaster@milbournelodge.co.uk","bad","invalid","no","yes","55864"
"headmaster@milecastle.newcastle.sch.uk","bad","invalid","no","yes","62330"
"headmaster@milestoneacademy.org.uk","bad","invalid","no","yes","67951"
"headmaster@milford.derbyshire.sch.uk","bad","invalid","no","yes","67131"
"headmaster@millbayacademy.org","bad","invalid","no","yes","70218"
"headmaster@millennium-maritime.org","bad","invalid","no","yes","79433"
"headmaster@millfields.wirral.sch.uk","bad","invalid","no","yes","62486"
"headmaster@millfieldschool.com","good","ok","no","yes","78446"
"headmaster@millhill.hants.sch.uk","bad","invalid","no","yes","56476"
"headmaster@mill-lodge.solihull.sch.uk","bad","invalid","no","yes","59682"
"headmaster@millom.cumbria.sch.uk","bad","invalid","no","yes","66913"
"headmaster@millrythe-inf.hants.sch.uk","bad","invalid","no","yes","72062"
"headmaster@millrythe-jun.hants.sch.uk","bad","invalid","no","yes","71672"
"headmaster@miltonhall.southend.sch.uk","bad","invalid","no","yes","69376"
"headmaster@miltonkeynesacademy.org.uk","bad","invalid","no","yes","61318"
"headmaster@miltonschool.org.uk","bad","invalid","no","yes","59202"
"headmaster@milvertonprimary.co.uk","bad","invalid","no","yes","78344"
"headmaster@minsterinfants.co.uk","bad","invalid","no","yes","75214"
"headmaster@minsthorpe.cc","bad","invalid","no","yes","65240"
"headmaster@mjs.huishmat.org","bad","invalid","no","yes","69842"
"headmaster@mket.org.uk","bad","invalid","no","yes","65089"
"headmaster@mmps.miet.uk","bad","invalid","no","yes","60393"
"headmaster@moat.academy","bad","invalid","no","yes","59444"
"headmaster@moathouse.coventry.sch.uk","bad","invalid","no","yes","59031"
"headmaster@moggerhangerprimary.co.uk","bad","invalid","no","yes","63896"
"headmaster@monega.boleyntrust.org","bad","invalid","no","yes","63082"
"headmaster@monkchesterroad.newcastle.sch.uk","bad","invalid","no","yes","62318"
"headmaster@monkfrithschool.co.uk","bad","invalid","no","yes","55658"
"headmaster@monksmoorceprimary.co.uk","bad","invalid","no","yes","66040"
"headmaster@monksorchard.co.uk","bad","invalid","no","yes","65924"
"headmaster@monkton.org.uk","bad","invalid","no","yes","63842"
"headmaster@monktonacademy.co.uk","bad","invalid","no","yes","68078"
"headmaster@monkwickinfant.school","bad","invalid","no","yes","74331"
"headmaster@montaguacademy.org.uk","bad","invalid","no","yes","65670"
"headmaster@montessorigranthamfarm.co.uk","bad","invalid","no","yes","60704"
"headmaster@montgomeryprimaryacademy.org","bad","invalid","no","yes","70772"
"headmaster@montpschool.org","bad","invalid","no","yes","61274"
"headmaster@moorfieldschool.co.uk","bad","invalid","no","yes","61893"
"headmaster@moorgateacademy.co.uk","bad","invalid","no","yes","74558"
"headmaster@moorgreenacademy.org","bad","invalid","no","yes","70886"
"headmaster@mooringswayinfantschool.org.uk","bad","invalid","no","yes","59536"
"headmaster@moorlandwaldorf.org","bad","invalid","no","yes","76585"
"headmaster@moorsway.devon.sch.uk","bad","invalid","no","yes","68603"
"headmaster@moray-edunet.gov.uk","bad","invalid","no","yes","82471"
"headmaster@morecambebayacademy.co.uk","bad","invalid","no","yes","69598"
"headmaster@moreland.islington.sch.uk","bad","invalid","no","yes","55095"
"headmaster@morleyplace.org.uk","bad","invalid","no","yes","78809"
"headmaster@morpethfirst.northumberland.sch.uk","bad","invalid","no","yes","77759"
"headmaster@mortimerprimary.co.uk","bad","invalid","no","yes","63635"
"headmaster@mosborough.sheffield.sch.uk","bad","invalid","no","yes","61786"
"headmaster@mossleyhollins.com","bad","invalid","no","yes","61521"
"headmaster@mosterton.dorset.sch.uk","bad","invalid","no","yes","68754"
"headmaster@moulton.ac.uk","bad","invalid","no","yes","58258"
"headmaster@mountfieldheathschool.co.uk","bad","invalid","no","yes","65709"
"headmaster@mountkelly.com","good","ok","no","yes","68682"
"headmaster@mountschoolyork.co.uk","bad","invalid","no","yes","76572"
"headmaster@mountsorrelschool.org.uk","bad","invalid","no","yes","76740"
"headmaster@mountstreetpri.co.uk","bad","invalid","no","yes","65816"
"headmaster@moylescourt.co.uk","good","ok","no","yes","72097"
"headmaster@mpa.clf.uk","bad","invalid","no","yes","70708"
"headmaster@mpacademy.org.uk","bad","invalid","no","yes","70790"
"headmaster@mrsblands.w-berks.sch.uk","bad","invalid","no","yes","64085"
"headmaster@mspru.manchester.sch.uk","bad","invalid","no","yes","65006"
"headmaster@muchmarcle.hereford.sch.uk","bad","invalid","no","yes","72262"
"headmaster@muchwoolton.co.uk","bad","invalid","no","yes","59901"
"headmaster@mugginton.derbyshire.sch.uk","bad","invalid","no","yes","67184"
"headmaster@mul.org.uk","bad","invalid","no","yes","58969"
"headmaster@mulberryacademyshoreditch.org","bad","invalid","no","yes","67882"
"headmaster@mulberryutc.org","bad","invalid","no","yes","62682"
"headmaster@muloom.org.uk","bad","invalid","no","yes","59052"
"headmaster@mundella.kent.sch.uk","bad","invalid","no","yes","74887"
"headmaster@murrayburn.edin.sch.uk","bad","invalid","no","yes","81711"
"headmaster@mursley.bucks.sch.uk","bad","invalid","no","yes","64385"
"headmaster@music-projects.com","bad","invalid","no","yes","74902"
"headmaster@musicstuffeducation.org","bad","invalid","no","yes","67954"
"headmaster@musselburghburgh.elcschool.org.uk","bad","invalid","no","yes","81594"
"headmaster@mv16.org.uk","bad","invalid","no","yes","63016"
"headmaster@mvfs.org.uk","bad","invalid","no","yes","65182"
"headmaster@mwacademy.co.uk","bad","invalid","no","yes","69934"
"headmaster@mwps.thlt.academy","bad","invalid","no","yes","74775"
"headmaster@mylnhurst.co.uk","good","ok","no","yes","61822"
"headmaster@myrtlepark.bradford.sch.uk","bad","invalid","no","yes","61889"
"headmaster@mytonpark.org.uk","bad","invalid","no","yes","58906"
"headmaster@naimajps.co.uk","good","ok","no","yes","55594"
"headmaster@nc.huish.education","bad","invalid","no","yes","63460"
"headmaster@ncc.brent.sch.uk","bad","invalid","no","yes","55786"
"headmaster@ncclondon.ac.uk","bad","invalid","no","yes","56515"
"headmaster@ncdat.org.uk","bad","invalid","no","yes","65007"
"headmaster@ncl.gdst.net","bad","invalid","no","yes","62353"
"headmaster@ne.as.org.uk","bad","invalid","no","yes","63699"
"headmaster@ne.sparkofgenius.com","bad","invalid","no","yes","73924"
"headmaster@neale-wade.org","bad","invalid","no","yes","71097"
"headmaster@ne-as.org.uk","bad","invalid","no","yes","58769"
"headmaster@neatat.org.uk","bad","invalid","no","yes","59267"
"headmaster@nefuturesutc.co.uk","bad","invalid","no","yes","65651"
