Email,result,datID,EmailDomain,NamingFormat
head@st-marks.hounslow.sch.uk,invalid,68050,st-marks.hounslow.sch.uk,1
head@stmarks.merton.sch.uk,invalid,57032,stmarks.merton.sch.uk,1
head@st-marks.stockport.sch.uk,invalid,70076,st-marks.stockport.sch.uk,1
head@st-marks.suffolk.sch.uk,ok,79690,st-marks.suffolk.sch.uk,1
head@stmarksrcprimary.co.uk,invalid,74660,stmarksrcprimary.co.uk,1
head@st-martindeporres.bham.sch.uk,ok,57443,st-martindeporres.bham.sch.uk,1
head@stmartins.brighton-hove.sch.uk,ok,69075,stmartins.brighton-hove.sch.uk,1
head@stmartinscranbrook.devon.sch.uk,ok,68621,stmartinscranbrook.devon.sch.uk,1
head@stmartinsmillhill.co.uk,ok,55711,stmartinsmillhill.co.uk,1
head@stmartinsprimary.org.uk,invalid,77235,stmartinsprimary.org.uk,1
head@stmartinsschool.org.uk,ok,62816,stmartinsschool.org.uk,1
head@st-mary.blackpool.sch.uk,invalid,76767,st-mary.blackpool.sch.uk,1
head@stmaryallsaints.co.uk,ok,64397,stmaryallsaints.co.uk,1
head@st-maryallsaints.reading.sch.uk,ok,65972,st-maryallsaints.reading.sch.uk,1
head@st-maryangel.walsall.sch.uk,invalid,59768,st-maryangel.walsall.sch.uk,1
head@st-marycray.bromley.sch.uk,ok,76654,st-marycray.bromley.sch.uk,1
head@st-mary-jun.croydon.sch.uk,ok,77566,st-mary-jun.croydon.sch.uk,1
head@stmarylebonebridgeschool.com,invalid,71370,stmarylebonebridgeschool.com,1
head@st-marymagdalene.milton-keynes.sch.uk,invalid,64411,st-marymagdalene.milton-keynes.sch.uk,1
head@stmarymarnhull.dorset.sch.uk,catch_all,74371,stmarymarnhull.dorset.sch.uk,1
head@stmaryrc.bham.sch.uk,ok,57426,stmaryrc.bham.sch.uk,1
head@st-marys.bucks.sch.uk,ok,64430,st-marys.bucks.sch.uk,1
head@stmarys.enfield.sch.uk,invalid,56727,stmarys.enfield.sch.uk,1
head@st-marys.hackney.sch.uk,ok,55022,st-marys.hackney.sch.uk,1
head@stmarys.hounslow.sch.uk,ok,56967,stmarys.hounslow.sch.uk,1
head@stmarys.islington.sch.uk,invalid,55114,stmarys.islington.sch.uk,1
head@st-marys.lambeth.sch.uk,invalid,55244,st-marys.lambeth.sch.uk,1
head@stmarys.leics.sch.uk,invalid,75929,stmarys.leics.sch.uk,1
head@st-marys.lewisham.sch.uk,ok,55306,st-marys.lewisham.sch.uk,1
head@stmarys.net,invalid,74712,stmarys.net,1
head@st-marys.n-yorks.sch.uk,invalid,77522,st-marys.n-yorks.sch.uk,1
head@st-marys.poole.sch.uk,catch_all,74372,st-marys.poole.sch.uk,1
head@st-marys.richmond.sch.uk,invalid,57194,st-marys.richmond.sch.uk,1
head@stmarys.romerocat.com,ok,69984,stmarys.romerocat.com,1
head@st-marys.sandwell.sch.uk,invalid,70120,st-marys.sandwell.sch.uk,1
head@stmarys.stbenets.org,ok,65503,stmarys.stbenets.org,1
head@st-marys.trafford.sch.uk,ok,61564,st-marys.trafford.sch.uk,1
head@st-marysbeetley.norfolk.sch.uk,catch_all,76249,st-marysbeetley.norfolk.sch.uk,1
head@stmarys-byfleet.surrey.sch.uk,ok,79798,stmarys-byfleet.surrey.sch.uk,1
head@stmaryscalne.org,ok,56399,stmaryscalne.org,1
head@stmaryscambridge.co.uk,catch_all,66338,stmaryscambridge.co.uk,1
head@stmaryscatholic.co.uk,ok,60052,stmaryscatholic.co.uk,1
head@stmarysce.brent.sch.uk,invalid,55775,stmarysce.brent.sch.uk,1
head@stmarysce.rochdale.sch.uk,ok,60486,stmarysce.rochdale.sch.uk,1
head@stmaryscecrompton.oldham.sch.uk,ok,60440,stmaryscecrompton.oldham.sch.uk,1
head@st-marys-chipping.oxon.sch.uk,catch_all,78128,st-marys-chipping.oxon.sch.uk,1
head@st-maryscofe.manchester.sch.uk,ok,60374,st-maryscofe.manchester.sch.uk,1
head@stmaryscofe.org.uk,invalid,62167,stmaryscofe.org.uk,1
head@stmaryscp.co.uk,invalid,76984,stmaryscp.co.uk,1
head@stmaryseg.co.uk,ok,56218,stmaryseg.co.uk,1
head@stmarysen4.barnetmail.net,ok,55678,stmarysen4.barnetmail.net,1
head@st-marys-fal.cornwall.sch.uk,ok,74370,st-marys-fal.cornwall.sch.uk,1
head@stmarysfh.org.uk,invalid,75100,stmarysfh.org.uk,1
head@st-marysfields.leicester.sch.uk,ok,75887,st-marysfields.leicester.sch.uk,1
head@st-marys-fleetwood.lancs.sch.uk,ok,75683,st-marys-fleetwood.lancs.sch.uk,1
head@stmarys-frensham.surrey.sch.uk,catch_all,54798,stmarys-frensham.surrey.sch.uk,1
head@st-marys-grantham.lincs.sch.uk,invalid,65925,st-marys-grantham.lincs.sch.uk,1
head@st-marys-halifax.calderdale.sch.uk,ok,74843,st-marys-halifax.calderdale.sch.uk,1
head@stmarysharepark.co.uk,invalid,56878,stmarysharepark.co.uk,1
head@stmaryshbo.essex.sch.uk,ok,69329,stmaryshbo.essex.sch.uk,1
head@stmarys-henley.co.uk,invalid,78138,stmarys-henley.co.uk,1
head@stmarysherringthorpe.co.uk,invalid,73598,stmarysherringthorpe.co.uk,1
head@stmarysjunior.org.uk,invalid,57236,stmarysjunior.org.uk,1
head@st-marys-larkhall-pri.s-lanark.sch.uk,catch_all,83123,st-marys-larkhall-pri.s-lanark.sch.uk,1
head@stmarys-maidenhead.org.uk,invalid,73600,stmarys-maidenhead.org.uk,1
head@stmarysn3.barnetmail.net,ok,55677,stmarysn3.barnetmail.net,1
head@stmaryspri.co.uk,invalid,72892,stmaryspri.co.uk,1
head@st-marys-pri.edin.sch.uk,invalid,81736,st-marys-pri.edin.sch.uk,1
head@stmaryspri.org.uk,ok,71964,stmaryspri.org.uk,1
head@st-marys-pri.waltham.sch.uk,invalid,57274,st-marys-pri.waltham.sch.uk,1
head@st-marys-pri.wandsworth.sch.uk,ok,55510,st-marys-pri.wandsworth.sch.uk,1
head@stmarysprimary.org.uk,invalid,63154,stmarysprimary.org.uk,1
head@stmarysprimarydilwyn.co.uk,ok,71075,stmarysprimarydilwyn.co.uk,1
head@stmarysprimaryportbury.org,invalid,79497,stmarysprimaryportbury.org,1
head@stmarysrc.cheshire.sch.uk,ok,66525,stmarysrc.cheshire.sch.uk,1
head@st-marysrc.devon.sch.uk,ok,74369,st-marysrc.devon.sch.uk,1
head@stmarysrc.lbhf.sch.uk,ok,55064,stmarysrc.lbhf.sch.uk,1
head@st-marysrc-pri.edin.sch.uk,invalid,81735,st-marysrc-pri.edin.sch.uk,1
head@st-marysrc-pri.hants.sch.uk,invalid,72010,st-marysrc-pri.hants.sch.uk,1
head@stmarysrcpriory.haringey.sch.uk,invalid,56788,stmarysrcpriory.haringey.sch.uk,1
head@st-marys-sabden.lancs.sch.uk,ok,75708,st-marys-sabden.lancs.sch.uk,1
head@st-marys-scarisbrick.lancs.sch.uk,ok,75738,st-marys-scarisbrick.lancs.sch.uk,1
head@stmarysschoolhorsham.co.uk,ok,56199,stmarysschoolhorsham.co.uk,1
head@stmarys-shackleford.surrey.sch.uk,ok,79797,stmarys-shackleford.surrey.sch.uk,1
head@st-marys-stansted.essex.sch.uk,ok,69358,st-marys-stansted.essex.sch.uk,1
head@st-mary-st-michael.lancs.sch.uk,ok,75678,st-mary-st-michael.lancs.sch.uk,1
head@st-marys-uttoxeter.staffs.sch.uk,invalid,78556,st-marys-uttoxeter.staffs.sch.uk,1
head@stmaryswallasey.com,ok,57726,stmaryswallasey.com,1
head@st-maryswestderby.liverpool.sch.uk,ok,59894,st-maryswestderby.liverpool.sch.uk,1
head@stmaryswestmoors.org,ok,78840,stmaryswestmoors.org,1
head@st-marys-woodham.essex.sch.uk,catch_all,70196,st-marys-woodham.essex.sch.uk,1
head@stmarysworthing.org.uk,ok,59380,stmarysworthing.org.uk,1
head@stmatthews.blackburn.sch.uk,invalid,73586,stmatthews.blackburn.sch.uk,1
head@st-matthews.enfield.sch.uk,ok,56738,st-matthews.enfield.sch.uk,1
head@st-matthews.hants.sch.uk,invalid,71972,st-matthews.hants.sch.uk,1
head@st-matthews.merton.sch.uk,ok,57045,st-matthews.merton.sch.uk,1
head@stmatthews.ngfl.ac.uk,invalid,74691,stmatthews.ngfl.ac.uk,1
head@st-matthews.oldham.sch.uk,catch_all,60438,st-matthews.oldham.sch.uk,1
head@stmatthewsacademyce.org.uk,ok,73949,stmatthewsacademyce.org.uk,1
head@stmatthews-redhill.surrey.sch.uk,ok,62876,stmatthews-redhill.surrey.sch.uk,1
head@stmatthewsschool.co.uk,ok,54793,stmatthewsschool.co.uk,1
head@st-matthias.hackney.sch.uk,invalid,55018,st-matthias.hackney.sch.uk,1
head@st-meriadoc-inf.cornwall.sch.uk,ok,74377,st-meriadoc-inf.cornwall.sch.uk,1
head@stmhull.org,ok,58132,stmhull.org,1
head@stmicb32.bham.sch.uk,invalid,71026,stmicb32.bham.sch.uk,1
head@stmichael-allangels.wirral.sch.uk,invalid,60146,stmichael-allangels.wirral.sch.uk,1
head@stmichaelrc.hounslow.sch.uk,ok,56968,stmichaelrc.hounslow.sch.uk,1
head@stmichaels.bhcet.org.uk,invalid,71419,stmichaels.bhcet.org.uk,1
head@st-michaels.bolton.sch.uk,ok,60208,st-michaels.bolton.sch.uk,1
head@stmichaels.bwmat.org,invalid,63498,stmichaels.bwmat.org,1
head@stmichaels.camden.sch.uk,invalid,54882,stmichaels.camden.sch.uk,1
head@st-michaels.enfield.sch.uk,ok,56725,st-michaels.enfield.sch.uk,1
head@st-michaels.hereford.sch.uk,catch_all,57633,st-michaels.hereford.sch.uk,1
head@stmichaels.kent.sch.uk,invalid,73193,stmichaels.kent.sch.uk,1
head@st-michaels.lancs.sch.uk,ok,75625,st-michaels.lancs.sch.uk,1
head@stmichaels.lewisham.sch.uk,invalid,55307,stmichaels.lewisham.sch.uk,1
head@st-michaels.newham.sch.uk,invalid,57107,st-michaels.newham.sch.uk,1
head@stmichaels.wandsworth.sch.uk,ok,55511,stmichaels.wandsworth.sch.uk,1
head@stmichaelsalnwick.northumberland.sch.uk,invalid,77796,stmichaelsalnwick.northumberland.sch.uk,1
head@st-michaelscofe.essex.sch.uk,ok,69321,st-michaelscofe.essex.sch.uk,1
head@st-michaels-jun.hants.sch.uk,invalid,71956,st-michaels-jun.hants.sch.uk,1
head@stmichaelskingslynn.norfolk.sch.uk,ok,76860,stmichaelskingslynn.norfolk.sch.uk,1
head@stmichaelslyme.dorset.sch.uk,ok,68765,stmichaelslyme.dorset.sch.uk,1
head@stmichaelsmiddle.org,invalid,77239,stmichaelsmiddle.org,1
head@st-michaels-on-wyre.lancs.sch.uk,ok,75620,st-michaels-on-wyre.lancs.sch.uk,1
head@stmichaels-pelsall.co.uk,catch_all,59758,stmichaels-pelsall.co.uk,1
head@st-michaels-pri.devon.sch.uk,ok,68644,st-michaels-pri.devon.sch.uk,1
head@stmichaelssg.org.uk,catch_all,63800,stmichaelssg.org.uk,1
head@stmichaelsteiner.com,invalid,70694,stmichaelsteiner.com,1
head@stmll.bolton.sch.uk,ok,60229,stmll.bolton.sch.uk,1
head@st-monicas.co.uk,invalid,64410,st-monicas.co.uk,1
head@stmp.camden.sch.uk,ok,54881,stmp.camden.sch.uk,1
head@stmps.uk,ok,79793,stmps.uk,1
head@stmryjon.net,invalid,65965,stmryjon.net,1
head@stmsw.co.uk,ok,65304,stmsw.co.uk,1
head@stmw.bwcet.com,invalid,75161,stmw.bwcet.com,1
head@stmwschool.org.uk,catch_all,55567,stmwschool.org.uk,1
head@stncs.uk,ok,71202,stncs.uk,1
head@stnicholas.bwmat.org,invalid,74729,stnicholas.bwmat.org,1
head@st-nicholas.cheshire.sch.uk,ok,66572,st-nicholas.cheshire.sch.uk,1
head@st-nicholas.oxon.sch.uk,invalid,63437,st-nicholas.oxon.sch.uk,1
head@stnicholas.sefton.org.uk,ok,60049,stnicholas.sefton.org.uk,1
head@stnicholas.wilts.sch.uk,catch_all,56369,stnicholas.wilts.sch.uk,1
head@st-nicholas.wokingham.sch.uk,ok,69804,st-nicholas.wokingham.sch.uk,1
head@st-nicholas-birchington.kent.sch.uk,invalid,73096,st-nicholas-birchington.kent.sch.uk,1
head@stnicholasceprimary.co.uk,invalid,76978,stnicholasceprimary.co.uk,1
head@stnicholaschantryschool.org.uk,ok,63268,stnicholaschantryschool.org.uk,1
head@st-nicholasvc.wilts.sch.uk,ok,56324,st-nicholasvc.wilts.sch.uk,1
head@st-nicolas.oxon.sch.uk,invalid,78098,st-nicolas.oxon.sch.uk,1
head@st-ninians.edin.sch.uk,invalid,81737,st-ninians.edin.sch.uk,1
head@stock.essex.sch.uk,ok,69304,stock.essex.sch.uk,1
head@stockbridge.edin.sch.uk,invalid,81725,stockbridge.edin.sch.uk,1
head@stockcross.w-berks.sch.uk,invalid,64162,stockcross.w-berks.sch.uk,1
head@stockgrn.bham.sch.uk,invalid,68167,stockgrn.bham.sch.uk,1
head@stockham.oxon.sch.uk,invalid,78047,stockham.oxon.sch.uk,1
head@stockton.ac.uk,invalid,56591,stockton.ac.uk,1
head@stokecanon.devon.sch.uk,ok,68629,stokecanon.devon.sch.uk,1
head@stokecoll.ac.uk,invalid,58271,stokecoll.ac.uk,1
head@stokecollege.co.uk,invalid,79694,stokecollege.co.uk,1
head@stokegoldingtonschool.co.uk,catch_all,64361,stokegoldingtonschool.co.uk,1
head@stokehigh.co.uk,invalid,73720,stokehigh.co.uk,1
head@stokehill.devon.sch.uk,invalid,67271,stokehill.devon.sch.uk,1
head@stokeinteignheadschool.org,ok,67333,stokeinteignheadschool.org,1
head@stokemandeville.bucks.sch.uk,ok,64274,stokemandeville.bucks.sch.uk,1
head@stokeminsterprimary.org.uk,invalid,59545,stokeminsterprimary.org.uk,1
head@stokenchurchprimary.bucks.sch.uk,ok,64320,stokenchurchprimary.bucks.sch.uk,1
head@stokeontern.shropshire.sch.uk,ok,78199,stokeontern.shropshire.sch.uk,1
head@stokepark-jun.hants.sch.uk,invalid,71636,stokepark-jun.hants.sch.uk,1
head@stokesleyschool.org,invalid,77321,stokesleyschool.org,1
head@stonarschool.com,ok,56398,stonarschool.com,1
head@stondonlower.co.uk,invalid,63893,stondonlower.co.uk,1
head@stone.bucks.sch.uk,invalid,64369,stone.bucks.sch.uk,1
head@stone-bay.kent.sch.uk,invalid,73249,stone-bay.kent.sch.uk,1
head@stonebow.leics.sch.uk,catch_all,71109,stonebow.leics.sch.uk,1
head@stonebridge.brent.sch.uk,ok,55764,stonebridge.brent.sch.uk,1
head@stonegate.e-sussex.sch.uk,ok,69062,stonegate.e-sussex.sch.uk,1
head@stonesoupacademy.org.uk,invalid,68266,stonesoupacademy.org.uk,1
head@stoneygate.lancs.sch.uk,ok,73263,stoneygate.lancs.sch.uk,1
head@stoneyhill.elcschool.org.uk,catch_all,81625,stoneyhill.elcschool.org.uk,1
head@stonhamaspal.suffolk.sch.uk,ok,79684,stonhamaspal.suffolk.sch.uk,1
head@stoswalds.covmat.org,ok,77393,stoswalds.covmat.org,1
head@st-oswalds.cumbria.sch.uk,ok,66867,st-oswalds.cumbria.sch.uk,1
head@stoswaldsleeds.org,invalid,62174,stoswaldsleeds.org,1
head@stouracademytrust.org.uk,catch_all,62892,stouracademytrust.org.uk,1
head@stourportprimary.worcs.sch.uk,catch_all,57684,stourportprimary.worcs.sch.uk,1
head@stowerprovost.dorset.sch.uk,invalid,68723,stowerprovost.dorset.sch.uk,1
head@stow-on-the-wold.gloucs.sch.uk,ok,69459,stow-on-the-wold.gloucs.sch.uk,1
head@stowuplandhighschool.co.uk,invalid,79569,stowuplandhighschool.co.uk,1
head@st-pancras.suffolk.sch.uk,ok,67508,st-pancras.suffolk.sch.uk,1
head@stpatricks.bhcet.org.uk,invalid,74679,stpatricks.bhcet.org.uk,1
head@st-patricks.hants.sch.uk,invalid,72006,st-patricks.hants.sch.uk,1
head@st-patricks.manchester.sch.uk,ok,60366,st-patricks.manchester.sch.uk,1
head@stpatricks.org.uk,ok,74845,stpatricks.org.uk,1
head@stpatricks.sefton.org.uk,ok,60046,stpatricks.sefton.org.uk,1
head@stpatricksbirstall.co.uk,ok,75014,stpatricksbirstall.co.uk,1
head@st-patricks-ce.solihull.sch.uk,invalid,64659,st-patricks-ce.solihull.sch.uk,1
head@st-patricks-cleatormoor.cumbria.sch.uk,invalid,58915,st-patricks-cleatormoor.cumbria.sch.uk,1
head@stpatrickscp.npcat.org.uk,ok,78643,stpatrickscp.npcat.org.uk,1
head@st-patricks-stafford.staffs.sch.uk,invalid,77557,st-patricks-stafford.staffs.sch.uk,1
head@stpaulinus.npcat.org.uk,ok,76920,stpaulinus.npcat.org.uk,1
head@stpaulrc.bham.sch.uk,catch_all,77240,stpaulrc.bham.sch.uk,1
head@st-pauls.bexley.sch.uk,ok,62890,st-pauls.bexley.sch.uk,1
head@stpauls.bradford.sch.uk,ok,61877,stpauls.bradford.sch.uk,1
head@st-pauls.haringey.sch.uk,invalid,56789,st-pauls.haringey.sch.uk,1
head@st-pauls.hereford.sch.uk,ok,68088,st-pauls.hereford.sch.uk,1
head@stpauls.hounslow.sch.uk,ok,56963,stpauls.hounslow.sch.uk,1
head@st-pauls.portsmouth.sch.uk,ok,72059,st-pauls.portsmouth.sch.uk,1
head@st-pauls.stockport.sch.uk,invalid,61441,st-pauls.stockport.sch.uk,1
head@st-pauls.surrey.sch.uk,invalid,75344,st-pauls.surrey.sch.uk,1
head@stpauls.wirral.sch.uk,invalid,60131,stpauls.wirral.sch.uk,1
head@stpauls373.herts.sch.uk,catch_all,72613,stpauls373.herts.sch.uk,1
head@st-pauls-addlestone.surrey.sch.uk,ok,73717,st-pauls-addlestone.surrey.sch.uk,1
head@stpaulsalnwick.co.uk,invalid,74716,stpaulsalnwick.co.uk,1
head@stpaulscc.co.uk,invalid,74922,stpaulscc.co.uk,1
head@stpaulsceacademy.org,ok,79272,stpaulsceacademy.org,1
head@st-paulscray.bromley.sch.uk,invalid,67392,st-paulscray.bromley.sch.uk,1
head@stpaulskh.kingston.sch.uk,invalid,57001,stpaulskh.kingston.sch.uk,1
head@stpaulsn11.barnetmail.net,ok,55679,stpaulsn11.barnetmail.net,1
head@st-pauls-nelson.lancs.sch.uk,ok,73535,st-pauls-nelson.lancs.sch.uk,1
head@stpaulsnw7.barnetmail.net,ok,55680,stpaulsnw7.barnetmail.net,1
head@stpaulsplymouth.com,invalid,74276,stpaulsplymouth.com,1
head@stpaulsprimaryschool.org.uk,invalid,78521,stpaulsprimaryschool.org.uk,1
head@stpauls-thamesditton.surrey.sch.uk,ok,54820,stpauls-thamesditton.surrey.sch.uk,1
head@stpaulstrust.org.uk,invalid,61104,stpaulstrust.org.uk,1
head@stpaulswooburn.school,invalid,64406,stpaulswooburn.school,1
head@stp-consett.co.uk,invalid,75050,stp-consett.co.uk,1
head@stpeaton.org.uk,ok,55569,stpeaton.org.uk,1
head@stpeter.doncaster.sch.uk,invalid,75390,stpeter.doncaster.sch.uk,1
head@st-peterchanel.bexley.sch.uk,ok,75156,st-peterchanel.bexley.sch.uk,1
head@st-peter-in-chains-rc.haringey.sch.uk,ok,56791,st-peter-in-chains-rc.haringey.sch.uk,1
head@st-peters.bournemouth.sch.uk,invalid,65535,st-peters.bournemouth.sch.uk,1
head@st-peters.edin.sch.uk,invalid,81738,st-peters.edin.sch.uk,1
head@stpeters.greenwich.sch.uk,invalid,54963,stpeters.greenwich.sch.uk,1
head@st-peters.havering.sch.uk,ok,56875,st-peters.havering.sch.uk,1
head@st-peters.org.uk,invalid,77717,st-peters.org.uk,1
head@stpeters.oxon.sch.uk,invalid,77243,stpeters.oxon.sch.uk,1
head@st-peters.oxon.sch.uk,invalid,74497,st-peters.oxon.sch.uk,1
head@st-peters.school,ok,56179,st-peters.school,1
head@st-peters.shropshire.sch.uk,ok,63566,st-peters.shropshire.sch.uk,1
head@stpeters.trinitymat.org,invalid,70391,stpeters.trinitymat.org,1
head@st-peters.wilts.sch.uk,ok,76784,st-peters.wilts.sch.uk,1
head@stpetersacademy.org.uk,invalid,70763,stpetersacademy.org.uk,1
head@st-peters-brafferton.n-yorks.sch.uk,catch_all,76533,st-peters-brafferton.n-yorks.sch.uk,1
head@stpeters-budleigh.devon.sch.uk,ok,68651,stpeters-budleigh.devon.sch.uk,1
head@stpetersce.lbhf.sch.uk,ok,55066,stpetersce.lbhf.sch.uk,1
head@stpetersceprimary.co.uk,invalid,63456,stpetersceprimary.co.uk,1
head@stpetersdarwen.blackburn.sch.uk,invalid,73549,stpetersdarwen.blackburn.sch.uk,1
head@stpetersfarndon.snmat.org.uk,ok,79508,stpetersfarndon.snmat.org.uk,1
head@st-petershanningfield.essex.sch.uk,ok,69344,st-petershanningfield.essex.sch.uk,1
head@stpeters-heswall.wirral.sch.uk,invalid,60137,stpeters-heswall.wirral.sch.uk,1
head@stpeters-noctorum.wirral.sch.uk,invalid,60130,stpeters-noctorum.wirral.sch.uk,1
head@stpetersprepschool.co.uk,ok,68688,stpetersprepschool.co.uk,1
head@st-peters-pri.essex.sch.uk,invalid,69736,st-peters-pri.essex.sch.uk,1
head@st-peters-pri.gloucs.sch.uk,ok,60981,st-peters-pri.gloucs.sch.uk,1
head@st-petersrc.lancs.sch.uk,ok,75719,st-petersrc.lancs.sch.uk,1
head@stpetersschoolraunds.co.uk,invalid,73718,stpetersschoolraunds.co.uk,1
head@st-peters-southweald.essex.sch.uk,ok,69324,st-peters-southweald.essex.sch.uk,1
head@stpeter-stpauls.wirral.sch.uk,invalid,60132,stpeter-stpauls.wirral.sch.uk,1
head@st-peterswalworth.southwark.sch.uk,invalid,55379,st-peterswalworth.southwark.sch.uk,1
head@stpetersyork.org.uk,invalid,76570,stpetersyork.org.uk,1
head@stphilips.cambs.sch.uk,ok,64583,stphilips.cambs.sch.uk,1
head@st-philips.manchester.sch.uk,ok,60351,st-philips.manchester.sch.uk,1
head@st-philips.w-sussex.sch.uk,ok,56203,st-philips.w-sussex.sch.uk,1
head@stpirans.net,invalid,66711,stpirans.net,1
head@st-piusx.lancs.sch.uk,ok,75806,st-piusx.lancs.sch.uk,1
head@stpiusx.npcat.org.uk,invalid,65947,stpiusx.npcat.org.uk,1
head@stpschool.co.uk,ok,55166,stpschool.co.uk,1
head@st-raphaels.ealing.sch.uk,ok,56666,st-raphaels.ealing.sch.uk,1
head@stratford-sub-castle.wilts.sch.uk,ok,56350,stratford-sub-castle.wilts.sch.uk,1
head@strathmore.org.uk,invalid,79532,strathmore.org.uk,1
head@stratton.gloucs.sch.uk,ok,69505,stratton.gloucs.sch.uk,1
head@streathamwells.org,invalid,75543,streathamwells.org,1
head@streethouse.wakefield.sch.uk,catch_all,62237,streethouse.wakefield.sch.uk,1
head@streetsbrook.solihull.sch.uk,invalid,79226,streetsbrook.solihull.sch.uk,1
head@strelley.djanogly.org,invalid,74172,strelley.djanogly.org,1
head@stretton.covmat.org,ok,71194,stretton.covmat.org,1
head@st-richards.manchester.sch.uk,ok,60373,st-richards.manchester.sch.uk,1
head@strichardscc.com,invalid,69122,strichardscc.com,1
head@strichardsprimary.co.uk,ok,56205,strichardsprimary.co.uk,1
head@st-roberts.northumberland.sch.uk,invalid,75118,st-roberts.northumberland.sch.uk,1
head@strongclose.co.uk,invalid,61831,strongclose.co.uk,1
head@stroodacademy.org,invalid,62443,stroodacademy.org,1
head@stroses.org.uk,ok,71081,stroses.org.uk,1
head@stroud-kes.org.uk,ok,72083,stroud-kes.org.uk,1
head@stroudvalley.gloucs.sch.uk,ok,69460,stroudvalley.gloucs.sch.uk,1
head@stsav.bham.sch.uk,ok,57411,stsav.bham.sch.uk,1
head@stsaviours.bwmat.org,invalid,63323,stsaviours.bwmat.org,1
head@st-saviours.lambeth.sch.uk,invalid,55231,st-saviours.lambeth.sch.uk,1
head@stsavioursprimary.co.uk,ok,55570,stsavioursprimary.co.uk,1
head@stsavioursrcpri.co.uk,ok,72893,stsavioursrcpri.co.uk,1
head@st-sebastians.liverpool.sch.uk,invalid,59917,st-sebastians.liverpool.sch.uk,1
head@stsimonandstjude.leics.sch.uk,invalid,71049,stsimonandstjude.leics.sch.uk,1
head@stsrcp.co.uk,ok,61516,stsrcp.co.uk,1
head@ststephens.bwmat.org,invalid,63326,ststephens.bwmat.org,1
head@st-stephens.lambeth.sch.uk,invalid,55232,st-stephens.lambeth.sch.uk,1
head@st-stephens.newham.sch.uk,invalid,57075,st-stephens.newham.sch.uk,1
head@st-stephens.richmond.sch.uk,invalid,57195,st-stephens.richmond.sch.uk,1
head@ststephensce.lewisham.sch.uk,invalid,55310,ststephensce.lewisham.sch.uk,1
head@ststephensjuniorschool.co.uk,catch_all,64723,ststephensjuniorschool.co.uk,1
head@st-stephens-kearsley-moor.bolton.sch.uk,ok,60227,st-stephens-kearsley-moor.bolton.sch.uk,1
head@st-stephensprimary.co.uk,ok,55571,st-stephensprimary.co.uk,1
head@ststephensrc.org.uk,invalid,75101,ststephensrc.org.uk,1
head@sttab.greenwich.sch.uk,invalid,54965,sttab.greenwich.sch.uk,1
head@st-tc.co.uk,ok,70742,st-tc.co.uk,1
head@stteresas.co.uk,ok,64974,stteresas.co.uk,1
head@st-teresas.essex.sch.uk,ok,68311,st-teresas.essex.sch.uk,1
head@st-teresasrc.essex.sch.uk,ok,73628,st-teresasrc.essex.sch.uk,1
head@sttherese.npcat.org.uk,invalid,78641,sttherese.npcat.org.uk,1
head@stthomas.blackburn.sch.uk,ok,58801,stthomas.blackburn.sch.uk,1
head@stthomas.cumbria.sch.uk,ok,66875,stthomas.cumbria.sch.uk,1
head@st-thomas.devon.sch.uk,invalid,79413,st-thomas.devon.sch.uk,1
head@st-thomas.lancs.sch.uk,ok,75627,st-thomas.lancs.sch.uk,1
head@st-thomas-a-becket.wilts.sch.uk,catch_all,75544,st-thomas-a-becket.wilts.sch.uk,1
head@st-thomasaquins.edin.sch.uk,invalid,81768,st-thomasaquins.edin.sch.uk,1
head@st-thomascanterbury.merton.sch.uk,ok,59126,st-thomascanterbury.merton.sch.uk,1
head@stthomasinf.essex.sch.uk,catch_all,69333,stthomasinf.essex.sch.uk,1
head@st-thomasmartyr.lancs.sch.uk,ok,73579,st-thomasmartyr.lancs.sch.uk,1
head@st-thomasmore.leicester.sch.uk,invalid,68206,st-thomasmore.leicester.sch.uk,1
head@stthomasmore.org.uk,invalid,67925,stthomasmore.org.uk,1
head@st-thomasmoreprimary.com,invalid,69811,st-thomasmoreprimary.com,1
head@stthomasofcanterbury.thurrock.sch.uk,catch_all,65989,stthomasofcanterbury.thurrock.sch.uk,1
head@stubbings.calderdale.sch.uk,catch_all,61913,stubbings.calderdale.sch.uk,1
head@studhamschools.org.uk,ok,70471,studhamschools.org.uk,1
head@studleystmarys.covmat.org,ok,74563,studleystmarys.covmat.org,1
head@stuny.org.uk,catch_all,79330,stuny.org.uk,1
head@stursulasprimaryschool.co.uk,invalid,56873,stursulasprimaryschool.co.uk,1
head@stuttonprimary.co.uk,invalid,65708,stuttonprimary.co.uk,1
head@stvin.com,catch_all,59942,stvin.com,1
head@st-vincent.bardaglea.org.uk,invalid,70519,st-vincent.bardaglea.org.uk,1
head@stvincents.barnet.sch.uk,ok,55688,stvincents.barnet.sch.uk,1
head@stvincents.cheshire.sch.uk,catch_all,66532,stvincents.cheshire.sch.uk,1
head@stvincentsprimary.org.uk,ok,55572,stvincentsprimary.org.uk,1
head@stw.n-yorks.sch.uk,invalid,76370,stw.n-yorks.sch.uk,1
head@st-wenn.cornwall.sch.uk,ok,66674,st-wenn.cornwall.sch.uk,1
head@stwerburghs.wirral.sch.uk,invalid,60147,stwerburghs.wirral.sch.uk,1
